,Company_Name,Company_Type,HeadQuater,Company_Age,Total_employee,reviews,ratings
228,CARS24.com,Private,"Gurgaon,Haryana + 125 more",7 years old,5k-10k Employees (India),(1.6k Reviews),3.8
229,Patanjali Ayurve...,Private,"Haridwar,Uttarakhand + 208 more",16 years old,5k-10k Employees (India),(1.6k Reviews),4
230,Dabur,Public,"Ghaziabad,Uttar Pradesh + 170 more",138 years old,5k-10k Employees (India),(1.6k Reviews),4.2
231,Bank of America,Private,Charlotte + 28 more,24 years old,10k-50k Employees (India),(2.6k Reviews),4.5
232,PNB MetLife,Private,"Mumbai,Maharashtra + 225 more",21 years old,5k-10k Employees (India),(1.5k Reviews),3.7
233,RBL Bank,Public,"Mumbai,Maharashtra + 170 more",79 years old,1k-5k Employees (India),(1.5k Reviews),3.8
234,Tata AIA Life In...,Private,"Mumbai,Maharashtra + 187 more",21 years old,5k-10k Employees (India),(1.5k Reviews),4
235,Apollo Tyres,Public,"Gurgaon/Gurugram,Haryana + 127 more",50 years old,5k-10k Employees (India),(1.5k Reviews),4.2
236,Kotak Mahindara ...,Public,"Mumbai,Maharashtra + 153 more",21 years old,5k-10k Employees (India),(1.5k Reviews),3.9
237,L&T Technology S...,"Vadodara/Baroda,Gujarat + 22 more",10 years old,10k-50k Employees (India),,(1.5k Reviews),3.4
238,Eureka Forbes,Private,"Mumbai,Maharashtra + 145 more",40 years old,5k-10k Employees (India),(1.5k Reviews),4
239,ITC Infotech In...,Private,"Bangalore/Bengaluru,Karnataka + 38 more",22 years old,5k-10k Employees (India),(1.5k Reviews),3.6
240,Landmark Group,Private,"Dubai Marina,Dubai + 98 more",49 years old,1k-5k Employees (India),(4.4k Reviews),4.3
241,Ekart Logistics,Private,"San Francisco,California + 356 more",13 years old,1k-5k Employees (India),(1.5k Reviews),4.3
242,Fortis Healthcar...,Public,"Gurgaon/Gurugram,Haryana + 51 more",26 years old,5k-10k Employees (India),(1.5k Reviews),4
243,HCL Infosystems,Public,"Noida,Uttar Pradesh + 98 more",46 years old,10k-50k Employees (India),(1.5k Reviews),3.9
244,Lifestyle,Private,"Bangalore/Bengaluru,Karnataka + 85 more",8 years old,10k-50k Employees (India),(1.5k Reviews),4.4
245,Ola Cabs,Private,Bangalore + 82 more,12 years old,10k-50k Employees (India),(2k Reviews),3.7
246,Biocon Biologics...,Public,"Bangalore/Bengaluru,Karnataka + 55 more",44 years old,10k-50k Employees (India),(1.5k Reviews),4
247,Max Healthcare,Partnership,"Delhi/NCR,New Delhi + 50 more",21 years old,1k-5k Employees (India),(1.5k Reviews),4.2
248,HDFC Ergo Genera...,Public,"Mumbai,Maharashtra + 162 more",20 years old,1k-5k Employees (India),(1.5k Reviews),4
249,Pfizer,Public,"Chennai,Tamil Nadu + 91 more",18 years old,1k-5k Employees (India),(2k Reviews),4.2
250,JK Cement,Public,"Gurgaon/Gurugram,Haryana + 177 more",48 years old,1k-5k Employees (India),(1.5k Reviews),4.2
251,Suzuki,Private,"Vadodara/Baroda,Gujarat + 126 more",8 years old,1k-5k Employees (India),(6.8k Reviews),4.1
252,GeBBS Healthcare...,Private,"Culver City,California + 10 more",17 years old,5k-10k Employees (India),(1.4k Reviews),3.9
253,Escorts Group,Public,"Faridabad,Haryana + 89 more",62 years old,5k-10k Employees (India),(1.6k Reviews),4.2
254,Blue Dart Expres...,Public,"Mumbai,Maharashtra + 181 more",39 years old,10k-50k Employees (India),(1.5k Reviews),4.2
255,Life Insurance C...,Private,Mumbai + 336 more,66 years old,1 Lakh+ Employees (India),(1.4k Reviews),4.4
256,G4S,Private,"Gurgaon/Gurugram,Haryana + 96 more",26 years old,1 Lakh+ Employees (India),(1.5k Reviews),4.2
257,Nestle,Public,Vevey + 168 more,63 years old,5k-10k Employees (India),(1.6k Reviews),4.1
258,Aakash Institute,Private,"New Delhi,Delhi + 130 more",34 years old,1k-5k Employees (India),(1.7k Reviews),3.6
259,Berger Paints,Public,"Kolkata,West Bengal + 169 more",99 years old,1k-5k Employees (India),(1.5k Reviews),3.9
260,Utkarsh Small Fi...,Public,"Varanasi,Uttar Pradesh + 195 more",13 years old,1k-5k Employees (India),(1.4k Reviews),4
261,Fiserv,Private,"Brookfield,Wisconsin + 26 more",51 years old,501-1k Employees (India),(1.4k Reviews),3.9
262,Delhi Public Sch...,Public,"Greater Noida,Uttar Pradesh + 198 more",24 years old,1k-5k Employees (India),(1.4k Reviews),3.9
263,Mankind Pharma,Private,"New Delhi,Delhi + 135 more",27 years old,5k-10k Employees (India),(1.6k Reviews),4.2
264,Tata AIG General...,Private,"Mumbai,Maharashtra + 170 more",22 years old,5k-10k Employees (India),(1.4k Reviews),4.1
265,AFCONS Infrastru...,Partnership,"Mumbai,Maharashtra + 67 more",63 years old,5k-10k Employees (India),(1.4k Reviews),4.5
266,JMC Projects,Public,"Mumbai,Maharashtra + 86 more",40 years old,1k-5k Employees (India),(1.4k Reviews),4.4
267,Voltas,Public,"Mumbai,Maharashtra + 129 more",68 years old,5k-10k Employees (India),(1.5k Reviews),4.1
268,Reliance Digital,Private,"Mumbai,Maharashtra + 205 more",15 years old,1k-5k Employees (India),(1.4k Reviews),4.3
269,IndiGo,Private,"Boston,Massachusetts + 69 more",17 years old,10k-50k Employees (India),(1.4k Reviews),3.5
270,PolicyBazaar,Public,"Gurgaon,Haryana + 26 more",14 years old,5k-10k Employees (India),(1.4k Reviews),3.7
271,Raymond,Public,"Thane,Maharashtra + 101 more",97 years old,1k-5k Employees (India),(1.6k Reviews),4
272,Cogent E Service...,Private,"Noida,Uttar Pradesh + 27 more",18 years old,10k-50k Employees (India),(1.4k Reviews),3.5
273,Aarti Industries,Public,"Mumbai,Maharashtra + 31 more",47 years old,1k-5k Employees (India),(1.4k Reviews),4.2
274,Sapient Corporat...,Private,"New York,New York + 15 more",32 years old,5k-10k Employees (India),(1.5k Reviews),3.9
275,NIIT Technologie...,Public,"Noida,Uttar Pradesh + 77 more",18 years old,5k-10k Employees (India),(1.3k Reviews),3.5
276,DHFL,Public,"Mumbai,Maharashtra + 191 more",38 years old,1k-5k Employees (India),(1.3k Reviews),4.6
277,I Process Servic...,Private,"Mumbai,Maharashtra + 189 more",17 years old,1k-5k Employees (India),(1.3k Reviews),4
278,ADP Solutions,Public,"Roseland,Louisiana + 10 more",73 years old,1k-5k Employees (India),(1.3k Reviews),4.2
279,BHEL,Private,"Bangalore/Bengaluru,Karnataka + 83 more",58 years old,10k-50k Employees (India),(1.3k Reviews),4.3
280,PVR Cinemas,Public,Gurgaon + 86 more,25 years old,501-1k Employees (India),(1.3k Reviews),4.3
281,Aditya Birla Gro...,"Mumbai,Maharashtra + 179 more",165 years old,1 Lakh+ Employees (India),,(12.9k Reviews),4.2
282,Birla Sun Life I...,Private,"Mumbai,Maharashtra + 264 more",22 years old,10k-50k Employees (India),(1.3k Reviews),4.3
283,R1 RCM,Private,"Chicago,Illinois + 12 more",19 years old,1k-5k Employees (India),(1.3k Reviews),4
284,Exide Industries,Public,"Kolkata,West Bengal + 157 more",75 years old,1k-5k Employees (India),(2.6k Reviews),3.8
285,Poonawalla Finco...,Public,"Mumbai,Maharashtra + 240 more",34 years old,5k-10k Employees (India),(1.6k Reviews),4.1
286,ACT Fibernet,Private,"Daegu,Daegu + 32 more",22 years old,5k-10k Employees (India),(1.3k Reviews),4.1
287,R.R. Donnelley,Private,"Chicago,Illinois + 9 more",158 years old,5k-10k Employees (India),(1.3k Reviews),4.1
288,Micro Labs,Private,"Bangalore/Bengaluru,Karnataka + 93 more",49 years old,5k-10k Employees (India),(1.3k Reviews),3.8
289,Ajanta Pharma,Public,"Mumbai,Maharashtra + 82 more",49 years old,1k-5k Employees (India),(1.3k Reviews),4
290,The Himalaya Dru...,Private,"San Francisco,California + 144 more",92 years old,1k-5k Employees (India),(1.3k Reviews),4.2
291,United Phosphoru...,Public,"Mumbai,Maharashtra + 106 more",53 years old,1k-5k Employees (India),(1.3k Reviews),4.3
292,Zensar Technolog...,Public,"Pune,Maharashtra + 17 more",31 years old,10k-50k Employees (India),(1.3k Reviews),3.8
293,Access Healthcar...,Private,"Dallas,Texas + 15 more",11 years old,1k-5k Employees (India),(1.3k Reviews),4.1
294,Emcure Pharmaceu...,Private,Pune + 77 more,41 years old,5k-10k Employees (India),(1.4k Reviews),4
295,Cholamandalam MS...,JV,"Chennai,Tamil Nadu + 264 more",21 years old,50k-1 Lakh Employees (India),(1.3k Reviews),4
296,Renault-Nissan,"Chennai,Tamil Nadu + 58 more",12 years old,5k-10k Employees (India),,(1.3k Reviews),4.1
297,Walmart,Private,"Bangalore/Bengaluru,Karnataka + 67 more",13 years old,5k-10k Employees (India),(11k Reviews),4.2
298,café Coffee day,Private,"Bengaluru,Karnataka + 78 more",26 years old,1k-5k Employees (India),(1.3k Reviews),4.1
299,Persistent Syste...,Public,"Pune,Maharashtra + 6 more",32 years old,10k-50k Employees (India),(1.3k Reviews),4.2
300,Blue Star,Public,"Mumbai,Maharashtra + 99 more",79 years old,1k-5k Employees (India),(1.3k Reviews),4.1
301,InterGlobe Techn...,Public,"Gurgaon/Gurugram,Haryana + 29 more",24 years old,1k-5k Employees (India),(1.3k Reviews),3.6
302,Honda,Private,"Greater Noida,Uttar Pradesh + 160 more",37 years old,5k-10k Employees (India),(3.1k Reviews),4.2
303,Sterling & Wilso...,Private,"Mumbai,Maharashtra + 65 more",95 years old,1k-5k Employees (India),(1.3k Reviews),4.1
304,Statestreet HCL ...,Private,New Delhi + 10 more,10 years old,5k-10k Employees (Global),(1.3k Reviews),3.4
305,Exide Life Insur...,Private,"Bangalore/Bengaluru,Karnataka + 182 more",21 years old,1k-5k Employees (India),(1.3k Reviews),3.7
306,Bhushan Power & ...,Private,"Delhi/NCR,New Delhi + 47 more",52 years old,501-1k Employees (India),(1.2k Reviews),4
307,Britannia,Public,"Reading,Reading + 155 more",130 years old,1k-5k Employees (India),(1.2k Reviews),4.2
308,TVS Sundram Fast...,Public,"Chennai,Tamil Nadu + 34 more",56 years old,5k-10k Employees (India),(1.2k Reviews),3.9
309,Big Bazaar,Private,"Mumbai,Maharashtra + 148 more",21 years old,10k-50k Employees (India),(1.2k Reviews),4.2
310,HDFC Sales,Private,"Mumbai,Maharashtra + 210 more",18 years old,10k-50k Employees (India),(1.2k Reviews),4.1
311,Sonalika Tractor...,Private,"Hoshiarpur,Punjab + 114 more",53 years old,1k-5k Employees (India),(1.2k Reviews),3.9
312,Mahindra Holiday...,Private,"Chennai,Tamil Nadu + 85 more",26 years old,1k-5k Employees (India),(1.2k Reviews),3.8
313,Indian Navy,Private,"Delhi/NCR,Delhi + 55 more",72 years old,50k-1 Lakh Employees (India),(1.2k Reviews),4.6
314,Shahi Exports,Private,"Faridabad,Haryana + 47 more",48 years old,1 Lakh+ Employees (India),(1.2k Reviews),4.1
315,AGS Health,Private,"Chennai,Tamil Nadu + 19 more",11 years old,1k-5k Employees (India),(1.2k Reviews),4.1
316,Dalmia Bharat Ce...,Public,"Delhi/NCR,New Delhi + 128 more",87 years old,1k-5k Employees (India),(1.2k Reviews),4.1
317,Birlasoft,Public,"Pune,Maharashtra + 21 more",27 years old,5k-10k Employees (India),(1.2k Reviews),3.8
318,Tata Technologie...,Private,Singapore + 30 more,33 years old,5k-10k Employees (India),(1.2k Reviews),3.5
319,Ambuja Cements,Public,"Mumbai,Maharashtra + 159 more",39 years old,5k-10k Employees (India),(1.2k Reviews),4
320,Mahindra Rural H...,Public,"Mumbai,Maharashtra + 279 more",15 years old,5k-10k Employees (India),(1.2k Reviews),4.2
321,Force Motors,Public,"Pune,Maharashtra + 69 more",64 years old,1k-5k Employees (India),(1.2k Reviews),3.4
322,Lenskart,Private,"Delhi,NCT + 96 more",12 years old,1k-5k Employees (India),(1.2k Reviews),3
323,Brakes India,"Chennai,Tamil Nadu + 52 more",60 years old,1k-5k Employees (India),,(1.2k Reviews),4.2
324,Thomson Reuters,Private,Toronto + 17 more,28 years old,10k-50k Employees (India),(1.2k Reviews),4.4
325,Societe Generale,Private,"Bangalore/Bengaluru,Karnataka + 13 more",22 years old,1k-5k Employees (India),(1.2k Reviews),3.9
326,Johnson Controls,Public,Cork + 50 more,27 years old,5k-10k Employees (India),(1.8k Reviews),4
327,3i Infotech,Public,"Mumbai,Maharashtra + 81 more",29 years old,5k-10k Employees (India),(1.2k Reviews),3.7
328,Wockhardt,Public,"Mumbai,Maharashtra + 68 more",23 years old,5k-10k Employees (India),(1.6k Reviews),4.1
329,Indiabulls,Public,"Gurgaon/Gurugram,Haryana + 139 more",22 years old,10k-50k Employees (India),(3.7k Reviews),3.8
330,Sobha,Public,"Bangalore/Bengaluru,Karnataka + 31 more",27 years old,1k-5k Employees (India),(1.2k Reviews),3.9
331,Amara Raja Group,Public,"Bangalore/Bengaluru,Karnataka + 72 more",37 years old,10k-50k Employees (India),(1.5k Reviews),4.2
332,UNO Minda,Gurgaon + 55 more,64 years old,1k-5k Employees (India),,(1.2k Reviews),4.1
333,JK Tyres,Private,New Delhi + 106 more,71 years old,1k-5k Employees (India),(1.2k Reviews),3.8
334,GE,Private,"Boston,Massachusetts + 52 more",130 years old,10k-50k Employees (India),(2k Reviews),4.2
335,Parle Agro,Private,"Mumbai,Maharashtra + 129 more",38 years old,1k-5k Employees (India),(1.1k Reviews),4.3
336,TVS Credit Servi...,Public,"Chennai,Tamil Nadu + 194 more",14 years old,10k-50k Employees (India),(1.1k Reviews),4.3
337,Indus Towers,Private,"Gurgaon,Haryana + 95 more",15 years old,1k-5k Employees (India),(1.1k Reviews),4.1
338,Whirlpool,Public,"Gurgaon/Gurugram,Haryana + 109 more",20 years old,1k-5k Employees (India),(1.1k Reviews),4.2
339,GVK Emergency Ma...,Private,"Hyderabad/Secunderabad,Telangana + 97 more",17 years old,10k-50k Employees (India),(1.1k Reviews),3.8
340,Adani Power,Public,"Ahmedabad,Gujrat + 79 more",16 years old,1k-5k Employees (India),(1.3k Reviews),4.1
341,Shriram City,Public,"Chennai,Tamil Nadu + 325 more",36 years old,10k-50k Employees (India),(1.1k Reviews),4.2
342,V-mart,Public,"Gurgaon/Gurugram,Haryana + 182 more",20 years old,5k-10k Employees (India),(1.1k Reviews),4.4
343,Shree Cement,Public,"Kolkata,West Bengal + 126 more",43 years old,5k-10k Employees (India),(1.1k Reviews),4.3
344,DS Group,Private,"Noida,Uttar Pradesh + 114 more",93 years old,1k-5k Employees (India),(1.2k Reviews),4.1
345,Tata Motors Fina...,Private,"Mumbai,Maharashtra + 194 more",65 years old,1k-5k Employees (India),(1.1k Reviews),4.3
346,Crompton Greaves,Public,"Mumbai,Maharashtra + 85 more",85 years old,1k-5k Employees (India),(1.1k Reviews),3.9
347,GSK Pharmaceutic...,Middlesex + 130 more,192 years old,1k-5k Employees (India),,(1.1k Reviews),4.3
348,Saint-Gobain,Private,Paris + 66 more,357 years old,10k-50k Employees (India),(1.2k Reviews),4.1
349,Bharti AXA Life ...,Private,Mumbai + 189 more,16 years old,5k-10k Employees (India),(1.1k Reviews),3.9
350,Karvy Data Manag...,Private,"Hyderabad/Secunderabad,Telangana + 87 more",14 years old,1k-5k Employees (India),(1.1k Reviews),3.5
351,Delphi TVS,Private,"Kanchipuram,Tamil Nadu + 23 more",33 years old,1k-5k Employees (India),(1.1k Reviews),4
352,Legato Health Te...,"Bangalore/Bengaluru,Karnataka + 7 more",5 years old,5k-10k Employees (India),,(1.1k Reviews),4.1
353,Hyatt Regency,Private,"New Delhi,Delhi + 38 more",42 years old,1k-5k Employees (India),(1.1k Reviews),4.3
354,Reliance Trends,Private,"Navi Mumbai,Maharashtra + 233 more",16 years old,1 Lakh+ Employees (India),(1.1k Reviews),4.3
355,Yamaha Motor,Private,"Iwata,Shizuoka + 101 more",15 years old,1k-5k Employees (India),(1.2k Reviews),3.9
356,Gabriel India,Public,"Pune,Maharashtra + 33 more",61 years old,1k-5k Employees (India),(1.1k Reviews),4.3
357,Sigma Electric M...,Private,"Garner,North Carolina + 17 more",40 years old,1k-5k Employees (India),(1.1k Reviews),3.9
358,SRF,Public,"Gurgaon/Gurugram,Haryana + 37 more",52 years old,1k-5k Employees (India),(1.7k Reviews),4.3
359,ICICI Securities,Public,"Mumbai,Maharashtra + 94 more",27 years old,5k-10k Employees (India),(1.1k Reviews),3.7
360,Oberoi Group of ...,Private,"Delhi/NCR,Delhi + 31 more",88 years old,1k-5k Employees (India),(1.1k Reviews),4.3
361,Jet Airways,Public,"Mumbai,Maharashtra + 48 more",29 years old,10k-50k Employees (India),(1.1k Reviews),4.6
362,Datamatics Globa...,Public,Mumbai + 23 more,47 years old,1k-5k Employees (India),(1.5k Reviews),3.7
363,Sterlite Technol...,Public,"Pune,Maharashtra + 52 more",34 years old,1k-5k Employees (India),(1.1k Reviews),4.2
364,Tech Mahindra Bu...,Public,"Mumbai,Maharashtra + 31 more",19 years old,1k-5k Employees (India),(1.1k Reviews),3.5
365,BT Group,Private,London + 12 more,176 years old,5k-10k Employees (India),(1.9k Reviews),4.3
366,Myntra,Private,"Bangalore,Karnataka + 81 more",15 years old,1k-5k Employees (India),(1.1k Reviews),4.3
367,Endurance Techno...,Public,"Aurangabad,Maharashtra + 28 more",37 years old,1k-5k Employees (India),(1.1k Reviews),3.8
368,Lodha group,Private,"Mumbai,Maharashtra + 16 more",42 years old,1k-5k Employees (India),(1.1k Reviews),4.3
369,Quest Global,Private,Singapore + 23 more,25 years old,10k-50k Employees (India),(1.1k Reviews),3.6
370,AXA Business Ser...,Private,Paris + 5 more,27 years old,1k-5k Employees (India),(1.1k Reviews),3.9
371,Piramal Group,Private,Mumbai + 96 more,42 years old,1k-5k Employees (India),(1.3k Reviews),4.1
372,IKS Health,Private,"Mumbai,Maharashtra + 9 more",15 years old,1k-5k Employees (India),(1.1k Reviews),3.5
373,Lucas-TVS,Private,"Chennai,Tamil Nadu + 46 more",61 years old,1k-5k Employees (India),(1.3k Reviews),4
374,Reliance SMSL,Public,Mumbai + 285 more,15 years old,1k-5k Employees (India),(1.1k Reviews),4.2
375,Future Generali ...,Private,Mumbai + 139 more,15 years old,1k-5k Employees (India),(1.1k Reviews),4
376,Kalpataru Power ...,Public,"Mumbai,Maharashtra + 131 more",41 years old,1k-5k Employees (India),(1.1k Reviews),4.1
377,Novartis Healthc...,Public,"Mumbai,Maharashtra + 56 more",26 years old,1k-5k Employees (India),(1.3k Reviews),4.1
378,Sopra Steria,Private,"Paris,Ile-de-France + 9 more",54 years old,5k-10k Employees (India),(1.1k Reviews),4.2
379,Bharat Petroleum,Private,"Mumbai,Maharashtra + 171 more",70 years old,50k-1 Lakh Employees (India),(1.1k Reviews),4.1
380,Kansai Nerolac P...,Public,"Mumbai,Maharashtra + 118 more",102 years old,1k-5k Employees (India),(1.1k Reviews),3.9
381,Cadila Pharmaceu...,Public,"Ahmedabad,Gujrat + 92 more",71 years old,5k-10k Employees (India),(5.9k Reviews),4
382,Aircel,Private,"Gurgaon/Gurugram,Haryana + 113 more",23 years old,5k-10k Employees (India),(1.1k Reviews),4.4
383,Grasim Industrie...,Public,Nagda + 49 more,75 years old,10k-50k Employees (India),(6.7k Reviews),4.2
384,Tata Capital Fin...,Public,Mumbai + 117 more,15 years old,1k-5k Employees (India),(1k Reviews),4.3
385,Coromandel Inter...,Public,"Hyderabad/Secunderabad,Telangana + 126 more",61 years old,10k-50k Employees (India),(1k Reviews),4.2
386,Mahindra Logisti...,Public,"Mumbai,Maharashtra + 91 more",22 years old,1k-5k Employees (India),(1k Reviews),4.2
387,Parle Products,Private,Mumbai + 135 more,93 years old,1k-5k Employees (India),(1k Reviews),4.1
388,Power Mech Proje...,Public,"Hyderabad/Secunderabad,Telangana + 83 more",15 years old,1k-5k Employees (India),(1k Reviews),3.8
389,MetLife,Private,New York + 40 more,14 years old,5k-10k Employees (India),(1k Reviews),4.4
390,JCB,Private,"Rocester,Staffordshire + 69 more",77 years old,1k-5k Employees (India),(1k Reviews),4
391,State Street Cor...,Private,"Boston,Massachusetts + 11 more",12 years old,5k-10k Employees (India),(1.2k Reviews),3.8
392,CSS Corp,Private,"San Jose,California + 20 more",26 years old,5k-10k Employees (India),(1k Reviews),3.7
393,Taj Hotels Resor...,"Mumbai,Maharashtra + 61 more",119 years old,10k-50k Employees (India),,(1k Reviews),4.3
394,IDBI Bank,Public,"Mumbai,Maharashtra + 234 more",58 years old,10k-50k Employees (India),(1.9k Reviews),3.8
395,Aon,Private,London + 17 more,82 years old,10k-50k Employees (India),(1k Reviews),4
396,Bureau Veritas,Private,La Défense + 71 more,194 years old,1k-5k Employees (India),(1k Reviews),4
